Unnamed: 0,NGCC profit (M$),SOFC profit (M$),NGCC+SOEC profit (M$),rSOC profit (M$),SOFC+SOEC profit (M$),SOEC profit (M$),Natural Gas Price ($/MMBtu),Carbon Tax ($/tonne),Hydrogen Price ($/kg),Mean LMP ($/MWh),Minimum LMP ($/MWh),25th Percentile ($/MWh),50th Percentile ($/MWh),75th Percentile ($/MWh),Maximum LMP ($/MWh),Standard Deviation ($/MWh),Skewness,Kurtosis,Bimodality Coefficient,Dip Test Statistic,Dip Test p-value
NYISO_2019_20,-162.099424754468,-90.7836684983109,-70.3708391236155,68.4449895566587,69.0156835492974,123.497869814002,3.05,0,2.0,20.09014155,-186.74,14.07,19.18,24.56,356.71,14.83610646,3.199738269,76.66791089,0.141062818,0.001977464,0.998504004
NYISO_2019_10,-161.281564754468,-90.5323234983109,-214.358992985669,-57.5424196871482,-76.7619472250247,-24.6088907329847,3.05,0,1.0,20.0901415525114,-186.74,14.07,19.18,24.56,356.71,14.8361064583325,3.19973826923892,76.6679108933802,0.141062817926177,0.0019774635439681,0.998504004
NYISO_2019_15,-161.281564754468,-90.5323234983109,-146.551547356819,-1.26588379410134,-7.10652187245539,46.84105491121,3.05,0,1.5,20.0901415525114,-186.74,14.07,19.18,24.56,356.71,14.8361064583325,3.19973826923892,76.6679108933802,0.141062817926177,0.0019774635439681,0.998504004
NYISO_2019_25,-161.281564754468,-90.5323234983109,7.24060555276501,143.052360858804,146.564390550577,201.313018609792,3.05,0,2.5,20.0901415525114,-186.74,14.07,19.18,24.56,356.71,14.8361064583325,3.19973826923892,76.6679108933802,0.141062817926177,0.0019774635439681,0.998504004
NYISO_2019_30,-161.281564754468,-90.5323234983109,85.3751504108965,219.314435037926,224.71866967417,279.562736514202,3.05,0,3.0,20.0901415525114,-186.74,14.07,19.18,24.56,356.71,14.8361064583325,3.19973826923892,76.6679108933802,0.141062817926177,0.0019774635439681,0.998504004
SPP_NORTH_2019_20,-147.453628407116,-79.6000342444019,-45.0988185351918,98.2902208155095,93.4063990993055,133.733172070302,2.75,0,2.0,20.18624632,-46.4777,12.281925,16.90505,21.62975,1130.7242,31.46896354,14.17306357,356.4228094,0.561664837,0.002424025,0.9925124
SPP_NORTH_2019_10,-146.352960407116,-79.3486892444019,-190.763116828475,-34.7299336729872,-52.0793722007723,-14.3895870503533,2.75,0,1.0,20.1862463242009,-46.4777,12.281925,16.90505,21.62975,1130.7242,31.4689635373298,14.1730635676317,356.42280943575,0.561664836843479,0.0024240249681875,0.9925124
SPP_NORTH_2019_15,-146.352960407116,-79.3486892444019,-119.6223784624,27.5301211401309,18.9386653410408,58.4007446419217,2.75,0,1.5,20.1862463242009,-46.4777,12.281925,16.90505,21.62975,1130.7242,31.4689635373298,14.1730635676317,356.42280943575,0.561664836843479,0.0024240249681875,0.9925124
SPP_NORTH_2019_25,-146.352960407116,-79.3486892444019,30.8134213101356,171.502135206618,169.282739535865,210.175998449008,2.75,0,2.5,20.1862463242009,-46.4777,12.281925,16.90505,21.62975,1130.7242,31.4689635373298,14.1730635676317,356.42280943575,0.561664836843479,0.0024240249681875,0.9925124
SPP_NORTH_2019_30,-146.352960407116,-79.3486892444019,107.539805454883,245.970096764781,245.978116956043,287.269739754061,2.75,0,3.0,20.1862463242009,-46.4777,12.281925,16.90505,21.62975,1130.7242,31.4689635373298,14.1730635676317,356.42280943575,0.561664836843479,0.0024240249681875,0.9925124
SPP_SOUTH_2019_10,-140.979001490892,-71.7755443979561,-188.069261028281,-27.510987159632,-46.0423404376653,-16.8385473432999,2.83,0,1.0,21.4836012785388,-43.7243,12.858775,18.47425,23.22445,1210.5837,35.3157840468598,13.093313628717,308.231334108886,0.554038984663446,0.0016287859703336,1.0
SPP_SOUTH_2019_15,-140.979001490892,-71.7755443979561,-118.810550436916,30.7850785209208,23.0841059111774,54.1129134665149,2.83,0,1.5,21.4836012785388,-43.7243,12.858775,18.47425,23.22445,1210.5837,35.3157840468598,13.093313628717,308.231334108886,0.554038984663446,0.0016287859703336,1.0
SPP_SOUTH_2019_25,-140.979001490892,-71.7755443979561,29.8649272116212,171.639007086994,171.64380615265,204.450206510976,2.83,0,2.5,21.4836012785388,-43.7243,12.858775,18.47425,23.22445,1210.5837,35.3157840468598,13.093313628717,308.231334108886,0.554038984663446,0.0016287859703336,1.0
SPP_SOUTH_2019_30,-140.979001490892,-71.7755443979561,106.135577516428,245.121760095308,247.879029632013,281.171390831633,2.83,0,3.0,21.4836012785388,-43.7243,12.858775,18.47425,23.22445,1210.5837,35.3157840468598,13.093313628717,308.231334108886,0.554038984663446,0.0016287859703336,1.0
SPP_SOUTH_2019_20,-142.079669490892,-72.1162193979561,-45.3170780475744,99.7098906827036,96.5126989239352,128.612837807641,2.83,0,2.0,21.48360128,-43.7243,12.858775,18.47425,23.22445,1210.5837,35.31578405,13.09331363,308.2313341,0.554038985,0.001628786,1.0
MISO_MINNESOTA_2019_10,-164.409680986248,-101.965709106242,-218.696076106271,-82.5894597978456,-102.310562912601,-37.6100518299416,3.73,0,1.0,21.9713949771689,-38.56,17.17,20.185,23.66,661.22,16.9596407711366,19.5937488317873,593.608638786781,0.64517056100146,0.0019221493343623,0.999246166
MISO_MINNESOTA_2019_15,-164.409680986248,-101.965709106242,-174.504158319571,-19.6719309884271,-30.5166655084819,35.8465797467442,3.73,0,1.5,21.9713949771689,-38.56,17.17,20.185,23.66,661.22,16.9596407711366,19.5937488317873,593.608638786781,0.64517056100146,0.0019221493343623,0.999246166
MISO_MINNESOTA_2019_25,-164.409680986248,-101.965709106242,-20.084892784702,129.171551188471,123.779193128664,190.578580593247,3.73,0,2.5,21.9713949771689,-38.56,17.17,20.185,23.66,661.22,16.9596407711366,19.5937488317873,593.608638786781,0.64517056100146,0.0019221493343623,0.999246166
MISO_MINNESOTA_2019_30,-164.409680986248,-101.965709106242,58.062663053812,206.160401662773,201.971182019194,268.837403037162,3.73,0,3.0,21.9713949771689,-38.56,17.17,20.185,23.66,661.22,16.9596407711366,19.5937488317873,593.608638786781,0.64517056100146,0.0019221493343623,0.999246166
MISO_MINNESOTA_2019_20,-165.036952986248,-102.055039106242,-97.7706915981764,53.3382623069992,46.1639869732664,112.693341137064,3.73,0,2.0,21.97139498,-38.56,17.17,20.185,23.66,661.22,16.95964077,19.59374883,593.6086388,0.645170561,0.001922149,0.999246166
MISO_LOUISIANA_2019_20,-157.45058741469,-64.4087734932765,-57.2368550502411,47.2704964147248,77.4221169628348,95.4080609612962,2.73,0,2.0,24.85890639,-31.26,20.1,22.67,25.8225,968.31,18.6433652,23.63363018,909.8401734,0.612974606,0.002349458,0.993512883
MISO_LOUISIANA_2019_10,-156.59276541469,-64.4087734932765,-206.843666835356,-63.5517308233856,-68.421891578144,-53.0035095376107,2.73,0,1.0,24.858906392694,-31.26,20.1,22.67,25.8225,968.31,18.6433652040824,23.6336301759878,909.840173407944,0.612974605618224,0.0023494577625571,0.993512883
MISO_LOUISIANA_2019_15,-156.59276541469,-64.4087734932765,-133.66129310106,-21.844560136263,1.05503011443912,18.5519117247533,2.73,0,1.5,24.858906392694,-31.26,20.1,22.67,25.8225,968.31,18.6433652040824,23.6336301759878,909.840173407944,0.612974605618224,0.0023494577625571,0.993512883
MISO_LOUISIANA_2019_25,-156.59276541469,-64.4087734932765,20.3816633123123,121.927427687078,155.015038183189,173.235010918531,2.73,0,2.5,24.858906392694,-31.26,20.1,22.67,25.8225,968.31,18.6433652040824,23.6336301759878,909.840173407944,0.612974605618224,0.0023494577625571,0.993512883
MISO_LOUISIANA_2019_30,-156.59276541469,-64.4087734932765,98.4475751763183,198.332058070661,233.068836452217,251.431271535485,2.73,0,3.0,24.858906392694,-31.26,20.1,22.67,25.8225,968.31,18.6433652040824,23.6336301759878,909.840173407944,0.612974605618224,0.0023494577625571,0.993512883
ERCOT_WEST_2019_20,-121.286491994573,-41.0072989991023,-11.9798716161996,106.77066492831,123.549188247346,115.409990721878,2.39,0,2.0,26.20113035,-24.6412,14.519225,18.79145,24.54135,4697.196,107.584265,31.66664281,1160.646047,0.862612289,0.005114604,0.145215066
ERCOT_WEST_2019_10,-120.391781994573,-41.0072989991023,-155.026579711047,-13.3072999356346,-19.2018568551696,-27.6824899875853,2.39,0,1.0,26.2011303538812,-24.6412,14.519225,18.79145,24.54135,4697.196,107.584264995971,31.6666428130584,1160.64604736164,0.862612288971237,0.0051146040744085,0.145215066
ERCOT_WEST_2019_15,-120.391781994573,-41.0072989991023,-86.56501881742,40.1324661472286,49.0291485998817,41.2935351431355,2.39,0,1.5,26.2011303538812,-24.6412,14.519225,18.79145,24.54135,4697.196,107.584264995971,31.6666428130584,1160.64604736164,0.862612288971237,0.0051146040744085,0.145215066
ERCOT_WEST_2019_25,-120.391781994573,-41.0072989991023,64.1437583775865,178.981243986306,199.638996903077,191.680590478172,2.39,0,2.5,26.2011303538812,-24.6412,14.519225,18.79145,24.54135,4697.196,107.584264995971,31.6666428130584,1160.64604736164,0.862612288971237,0.0051146040744085,0.145215066
ERCOT_WEST_2019_30,-120.391781994573,-41.0072989991023,140.942322727157,253.413369189381,276.411710962023,268.462147288479,2.39,0,3.0,26.2011303538812,-24.6412,14.519225,18.79145,24.54135,4697.196,107.584264995971,31.6666428130584,1160.64604736164,0.862612288971237,0.0051146040744085,0.145215066
PJM_WEST_2019_20,-143.544558227481,-46.9634230204289,-42.2277566342883,52.9131446618166,90.8027745533618,88.738985537268,2.43,0,2.0,26.37999397,-52.9956,19.622275,23.1215,27.567725,746.5853,22.95333868,17.2221017,426.5396343,0.692834959,0.002748634,0.977128157
PJM_WEST_2019_10,-142.659070227481,-46.9634230204289,-182.432105318219,-46.0699506022472,-48.9539394401789,-53.2930812910288,2.43,0,1.0,26.3799939726027,-52.9956,19.622275,23.1215,27.567725,746.5853,22.9533386814138,17.2221016980922,426.539634292677,0.692834958761821,0.0027486341703776,0.977128157
PJM_WEST_2019_15,-142.659070227481,-46.9634230204289,-116.94266116239,-10.1033870671879,16.1865043979116,13.2914922196997,2.43,0,1.5,26.3799939726027,-52.9956,19.622275,23.1215,27.567725,746.5853,22.9533386814138,17.2221016980922,426.539634292677,0.692834958761821,0.0027486341703776,0.977128157
PJM_WEST_2019_25,-142.659070227481,-46.9634230204289,34.681374687011,124.316312341414,167.666156085929,165.972289702389,2.43,0,2.5,26.3799939726027,-52.9956,19.622275,23.1215,27.567725,746.5853,22.9533386814138,17.2221016980922,426.539634292677,0.692834958761821,0.0027486341703776,0.977128157
PJM_WEST_2019_30,-142.659070227481,-46.9634230204289,112.305777438812,198.813847576566,245.269734428248,243.795802542013,2.43,0,3.0,26.3799939726027,-52.9956,19.622275,23.1215,27.567725,746.5853,22.9533386814138,17.2221016980922,426.539634292677,0.692834958761821,0.0027486341703776,0.977128157
MISO_INDIANA_2019_20,-151.69757929946,-55.7623678728807,-55.285086408243,46.9280024760289,80.0931761335988,87.9163067549857,2.73,0,2.0,26.40543493,2.26,20.95,23.33,26.67,936.4,21.65415639,19.41167486,575.7270708,0.652833553,0.002054795,0.997466439
MISO_INDIANA_2019_10,-150.72909329946,-55.7623678728807,-197.766064608118,-56.4969079282967,-61.9882209274138,-56.787339804432,2.73,0,1.0,26.4054349315068,2.26,20.95,23.33,26.67,936.4,21.6541563869179,19.4116748554967,575.727070766642,0.652833552818462,0.0020547945205479,0.997466439
MISO_INDIANA_2019_15,-150.72909329946,-55.7623678728807,-130.501543215559,-19.5518115865444,4.95976128942879,12.0463398752322,2.73,0,1.5,26.4054349315068,2.26,20.95,23.33,26.67,936.4,21.6541563869179,19.4116748554967,575.727070766642,0.652833552818462,0.0020547945205479,0.997466439
MISO_INDIANA_2019_25,-150.72909329946,-55.7623678728807,21.704005602917,119.709391489876,157.045772803799,165.220744373556,2.73,0,2.5,26.4054349315068,2.26,20.95,23.33,26.67,936.4,21.6541563869179,19.4116748554967,575.727070766642,0.652833552818462,0.0020547945205479,0.997466439
MISO_INDIANA_2019_30,-150.72909329946,-55.7623678728807,99.3764840601837,194.893922903977,234.698346416616,243.090560359427,2.73,0,3.0,26.4054349315068,2.26,20.95,23.33,26.67,936.4,21.6541563869179,19.4116748554967,575.727070766642,0.652833552818462,0.0020547945205479,0.997466439
ERCOT_NORTH_2019_20,-122.149642017443,-37.5806097491118,-13.3167951091878,97.6455291975256,120.852561156883,106.47265366506,2.39,0,2.0,27.53171447,-10.4186,16.181525,19.1182,24.5337,4696.8861,106.8929074,31.99749128,1178.307986,0.867545609,0.003474165,0.761236435
ERCOT_NORTH_2019_10,-121.254932017443,-37.5806097491118,-156.608884813907,-22.3236607443723,-22.1439106492135,-36.8389048528435,2.39,0,1.0,27.5317144748858,-10.4186,16.181525,19.1182,24.5337,4696.8861,106.892907400258,31.997491276935,1178.30798610409,0.867545609121075,0.0034741645744321,0.761236435
ERCOT_NORTH_2019_15,-121.254932017443,-37.5806097491118,-87.9442961144373,30.7467957069719,46.2904529333813,32.3277861757867,2.39,0,1.5,27.5317144748858,-10.4186,16.181525,19.1182,24.5337,4696.8861,106.892907400258,31.997491276935,1178.30798610409,0.867545609121075,0.0034741645744321,0.761236435
ERCOT_NORTH_2019_25,-121.254932017443,-37.5806097491118,62.8593832538039,169.973532233265,196.996902540018,182.76936142003,2.39,0,2.5,27.5317144748858,-10.4186,16.181525,19.1182,24.5337,4696.8861,106.892907400258,31.997491276935,1178.30798610409,0.867545609121075,0.0034741645744321,0.761236435
ERCOT_NORTH_2019_30,-121.254932017443,-37.5806097491118,139.681413252066,244.431437194472,273.794142169826,259.571204516469,2.39,0,3.0,27.5317144748858,-10.4186,16.181525,19.1182,24.5337,4696.8861,106.892907400258,31.997491276935,1178.30798610409,0.867545609121075,0.0034741645744321,0.761236435
ERCOT_SOUTH_2019_10,-123.4373278099,-37.6087900935201,-159.15859275739,-25.5781897635409,-24.7462236067553,-39.4885697038509,2.39,0,1.0,27.5673573173516,-50.289,16.821125,19.5852,24.84005,4694.8095,105.740884772363,32.531295717614,1210.84609379742,0.872667720860105,0.0014909773188372,1.0
ERCOT_SOUTH_2019_15,-123.4373278099,-37.6087900935201,-90.2752243776784,25.7805631290263,43.8980859784222,30.1312502018886,2.39,0,1.5,27.5673573173516,-50.289,16.821125,19.5852,24.84005,4694.8095,105.740884772363,32.531295717614,1210.84609379742,0.872667720860105,0.0014909773188372,1.0
ERCOT_SOUTH_2019_25,-123.4373278099,-37.6087900935201,61.1238580168806,165.563844402878,195.20273083466,181.079108637434,2.39,0,2.5,27.5673573173516,-50.289,16.821125,19.5852,24.84005,4694.8095,105.740884772363,32.531295717614,1210.84609379742,0.872667720860105,0.0014909773188372,1.0
ERCOT_SOUTH_2019_30,-123.4373278099,-37.6087900935201,138.183492694585,240.401976647712,272.239418160008,258.068553554402,2.39,0,3.0,27.5673573173516,-50.289,16.821125,19.5852,24.84005,4694.8095,105.740884772363,32.531295717614,1210.84609379742,0.872667720860105,0.0014909773188372,1.0
ERCOT_SOUTH_2019_20,-124.3873698099,-37.6087900935201,-15.2794200674127,92.8356127395703,118.829641454445,104.557411449771,2.39,0,2.0,27.56735732,-50.289,16.821125,19.5852,24.84005,4694.8095,105.7408848,32.53129572,1210.846094,0.872667721,0.001490977,1.0
ERCOT_HOUSTON_2019_10,-120.262319600603,-34.1253877876686,-156.093404231222,-22.6876097396352,-21.3415620561849,-40.5363742059369,2.39,0,1.0,28.1961726255707,-71.9689,16.90365,19.634,24.99815,4694.6368,107.056493564099,31.5960762161048,1156.47701875881,0.861863693952456,0.0016058251915631,1.0
ERCOT_HOUSTON_2019_15,-120.262319600603,-34.1253877876686,-87.8030499577344,28.3690165535851,46.6947478708817,28.4784107190107,2.39,0,1.5,28.1961726255707,-71.9689,16.90365,19.634,24.99815,4694.6368,107.056493564099,31.5960762161048,1156.47701875881,0.861863693952456,0.0016058251915631,1.0
ERCOT_HOUSTON_2019_25,-120.262319600603,-34.1253877876686,62.9200573273681,166.949598807363,197.31441313685,178.869318697281,2.39,0,2.5,28.1961726255707,-71.9689,16.90365,19.634,24.99815,4694.6368,107.056493564099,31.5960762161048,1156.47701875881,0.861863693952456,0.0016058251915631,1.0
ERCOT_HOUSTON_2019_30,-120.262319600603,-34.1253877876686,139.838645004829,241.312461786646,274.206298708018,255.743683606057,2.39,0,3.0,28.1961726255707,-71.9689,16.90365,19.634,24.99815,4694.6368,107.056493564099,31.5960762161048,1156.47701875881,0.861863693952456,0.0016058251915631,1.0
ERCOT_HOUSTON_2019_20,-121.200065600603,-34.1253877876686,-13.2646244105668,94.8707010963753,121.161588706863,102.543756824451,2.39,0,2.0,28.19617263,-71.9689,16.90365,19.634,24.99815,4694.6368,107.0564936,31.59607622,1156.477019,0.861863694,0.001605825,1.0
ISO_NE_2019_20,-146.037864080853,-71.5249912780096,-121.330687145883,40.9285480139255,34.7357001367908,69.3692180695197,4.5,0,2.0,30.67519406,-56.16,19.0475,24.55,35.94,261.35,20.56166968,2.80590636,13.04447472,0.552996735,0.001763626,1.0
ISO_NE_2019_10,-145.367556080853,-70.7709562780096,-199.545008330975,-59.8345629817354,-83.7420895382218,-50.9936545781576,4.5,0,1.0,30.6751940639269,-56.16,19.0475,24.55,35.94,261.35,20.5616696794788,2.80590636009233,13.0444747170223,0.552996735293148,0.001763626379978,1.0
